,,,,,,,,,,,
dam_name,nidid,inspection_date,owner_typ,river,city,county,longitude,latitude,inspection_frequency,year_completed,year_modified
Knight Lake Dam,NC03874,1/4/11,Private,Little Jacobs Creek-Tr,Eden,Rockingham,-79.8269,36.3602,5,1980,not available
Balfour Lake Upper Dam,NC03333,6/17/13,Private,Stephens Creek,Gold Mine,Macon,-83.284,35.0878,5,not available,not available
Lake Diamond Dam,NC03542,1/18/12,Private,Deep Creek,not available,Moore,-79.5417,35.1893,5,1975,2012
John Garner Pond Dam,NC03602,1/28/15,Private,Jackson Creek-Tr,Jackson Springs,Moore,-79.6197,35.2116,2,1989,1990
Faircloth Pond Dam,NC04122,1/20/11,Private,Coharie Creek-Os,not available,Sampson,-78.381,34.895,5,not available,not available
Second Broad River W.S. #10-A,NC03393,3/26/12,Local Government,Shoal Creek,Bostic,Mcdowell,-81.8677,35.5663,5,1984,not available
Echo Valley Pond,NC03347,12/19/06,Private,Coon Creek-Tr,Iotla,Macon,-83.35,35.239,2,not available,not available
Newman-Bowman Dam,NC04031,2/4/15,Private,Troublesome Creek-Tr,not available,Rockingham,-79.673,36.326,2,not available,not available
Golden Citrus Upper Dam,NC03708,12/19/07,Private,White Oak Creek,Columbus,Polk,-82.1977,35.2836,5,not available,not available
Craven Dam,NC03793,11/24/14,Private,Squirrel Ck-Tr,Highfalls,Randolph,-79.753,35.702,5,not available,not available
Ararat Rock Products Dam,NC04261,1/4/11,Private,Ararat River-Tr,Ararat,Surry,-80.59,36.46,5,not available,not available
Houston,NC03337,9/2/15,Federal,Houston Branch,N/A - Randal,Macon,-83.204,35.0987,1,1926,not available
"Bsa Piedmont Council ""A"" Dam",NC04105,3/10/14,Private,Second Broad River,Logan,Rutherford,-81.923,35.451,5,1981,not available
Lakeside Estate Dam,NC03416,7/30/14,Private,Mcdowell Creek-Tr,not available,Mecklenburg,-80.9038,35.3825,5,not available,not available
Draugh Dam,NC03802,12/2/10,Private,Cedar Fork Ck-Tr,Farmer,Randolph,-79.848,35.6947,5,not available,not available
Pinecrest High School Dam,NC03523,1/3/14,Local Government,Aberdeen Creek-Tr,Aberdeen,Moore,-79.4341,35.183,2,not available,1987
Van Trine Lake Dam,NC01337,1/10/97,Private,New Hope Creek-Tr,Durham,Durham,-78.9577,35.9494,2,1944,not available
Lake Charles Dam,NC01388,3/6/15,Private,Tessentee Creek-Tr,Franklin,Macon,-83.3581,35.0787,2,not available,1992
Furr Lake Dam #1,NC01663,11/20/14,Private,Dutch Buffalo Creek-Tr,Mt. Pleasant,Cabarrus,-80.464,35.338,2,1973,not available
Fox Lake Dam,NC01634,2/4/15,Private,Middle Little River-Os,Long Island,Alexander,-81.291,35.859,5,not available,not available
Harden Lake Dam:Old Dallas Dam,NC01209,10/25/11,Private,South Fork Catawba River,Hardins,Gaston,-81.185,35.382,5,1901,not available
Wallace Lake Dam,NC01134,4/21/09,Private,Buckhead Creek,Fayetteville,Cumberland,-78.95,35.012,2,1925,not available
Young Lake Dam,NC01099,12/5/13,Private,Black River,Dunn,Harnett,-78.707,35.5,2,1870,not available
Creeson Lake Dam,NC01539,8/21/15,Private,Leak Fork Creek-Tr,Winston-Salem,Forsyth,-80.2514,36.1615,2,not available,not available
Nye Lake Dam #1,NC01555,4/9/02,Private,Knap Reeps Creek,Falls,Granville,-78.749,36.201,5,1971,not available
Mars Hill Water Supply Dam,NC01345,6/19/14,Local Government,Big Laurel Creek,Faust,Madison,-82.4946,35.9421,2,1958,1990
Allen Retired Ash Basin Dam,NC01668,8/19/15,Public Utility,Catawba River-Os,Red River,Gaston,-81.0063,35.1842,2,1953,not available
Tarheel Lake Dam,NC01377,5/8/15,Private,Morgan Creek,Sherwood Forest,Transylvania,-82.6827,35.1333,5,not available,2010
Griffin Lake Dam,NC01314,10/20/11,Private,Henry Fork River-Tr,Hickory,Catawba,-81.3208,35.68,5,not available,not available
Sinclair Lake Dam,NC01185,5/3/12,State,Little Coharie Creek,not available,Sampson,-78.457,35.157,5,not available,not available
Beaver Creek Dam,NC01143,11/18/13,Private,Beaver Creek,Hope Mills,Cumberland,-78.9819,35.06,2,1936,not available
Harris Pond Dam,NC01331,12/14/00,Private,Irish Creek-Os,not available,Burke,-81.783,35.839,5,not available,not available
Millersville Dam,NC01344,9/15/15,Private,Little River,Falls,Alexander,-81.182,35.85,5,not available,not available
Hedrick Lake Dam,NC01310,10/22/13,Private,Lyle Creek-Tr,Catawba,Catawba,-81.213,35.745,5,not available,not available
Simmons Fields Lake,NC01127,10/14/15,Federal,Cross Creek Offstream,Fayetteville Nc,Cumberland,-78.9433,35.14,0,1969,not available
Hickory Nut Upper Dam,NC01390,2/18/14,Private,Broad River,Lake Lure,Rutherford,-82.1743,35.4316,5,not available,not available
Wainwright Lake Dam,NC01415,2/19/03,Private,Toisnot Swamp-Tr,Stantonsburg,Wilson,-77.85,35.6744,5,1978,not available
Fairfield Lake Dam,NC01198,2/3/15,Private,Trays Island Creek,Sapphire,Jackson,-83.038,35.12,2,1890,not available
Hackney-Gardner Pond Dam,NC01308,3/26/04,Private,Reedy Branch-Tr,Haywood,Wake,-78.9163,35.7308,5,1971,not available
Young Lake Dam #2,NC01658,10/6/15,Private,Mill Creek-Tr,Winston-Salem,Forsyth,-80.324,36.147,2,not available,not available
Gossett Lake Dam,NC01206,2/19/15,Private,Crowders Creek-Tr (Long Lake),Red River Sc,Gaston,-81.2627,35.2253,5,1935,not available
Aerated Stabilization Basin,NC01373,4/10/14,Private,Stream Waste Lagoon-Os,Penrose,Transylvania,-82.6916,35.2544,2,1977,not available
Stone Mountain School Pond Dam,NC01897,1/11/08,Private,Taylor Creek,Rock Springs,Buncombe,-82.2043,35.5245,5,not available,not available
Hendrix Dam,NC02470,4/9/14,Private,Blanket Ck-Tr,Tr Yadkin River,Forsyth,-80.3938,36.0547,5,1981,not available
Goldstein Pond Dam,NC02012,9/1/94,Private,Mine Branch-Tr,not available,Caldwell,-81.593,36.088,5,not available,not available
Broughton Farm Pond Dam,NC01948,2/13/12,State,Hunting Creek-Tr,not available,Burke,-81.6844,35.675,5,not available,not available
Cook Lake Dam,NC02239,10/20/11,Private,Ellsworth Creek-Tr,High Rock,Davie,-80.459,35.913,5,not available,not available
Camp Pinewood Lake Dam,NC03016,1/6/15,Private,Devils Cradle Creek-Tr,Hendersonville,Henderson,-82.4381,35.3332,2,not available,not available
Lake Sparta,NC02637,10/15/14,Private,Crowders Creek-Tr,not available,Gaston,-81.265,35.2353,2,1982,not available
Cross Country Lake Dam,NC02053,2/28/12,Private,Reed Creek-Tr,not available,Catawba,-81.045,35.575,5,1969,not available
Laurel Park Lake Dam,NC01717,11/24/09,Private,Mud Creek-Tr,Hendersonville,Henderson,-82.4874,35.3098,2,not available,not available
Eagles Dam,NC02338,3/11/97,Private,Tar River-Tr,not available,Edgecombe,-77.5455,35.7575,5,not available,not available
Kendale Pond Dam,NC03044,11/26/12,Private,South Fork Big Willow Creek,Etowah,Henderson,-82.5463,35.294,5,not available,not available
Dutchman Creek W/S Dam #18 (Pl-566),NC02213,1/6/11,Local Government,Cedar Creek,High Rock,Davie,-80.574,36.041,5,1978,not available
Brushy Creek Dam #8,NC01852,9/22/15,Private,Off Stream Of North Toe River,Spruce Pine,Avery,-81.9955,35.9391,2,1965,not available
Gregory Dam,NC02669,11/20/81,Private,Graham Branch,Gela,Granville,-78.5858,36.4256,5,not available,not available
Shallowford Lakes Dam #2,NC02383,9/16/14,Private,Mill Creek-Tr,West Bend,Forsyth,-80.417,36.112,2,not available,not available
Dutchman Creek W/S Dam #17,NC02253,11/4/14,Local Government,Dutchman Creek,High Rock?,Davie,-80.6538,36.0194,2,1985,not available
Spring Farm Pond Dam,NC03029,5/1/15,Private,Pacolet River-Tr,Melrose,Henderson,-82.3636,35.2006,2,not available,not available
Smith Dam,NC02808,12/17/14,Private,Deep River-Tr,Randleman,Guilford,-79.8916,35.9358,5,not available,not available
Little Dam,NC02171,2/4/14,Private,South Potts Creek-Tr,High Rock,Davidson,-80.352,35.778,5,not available,not available
Calloway Dam,NC01865,4/18/11,Private,Stacy Creek Trib,Altamont Community,Avery,-81.893,36.0102,5,not available,not available
Freeman Dam,NC01769,3/1/12,Private,Haw River-Tr,Pittsboro,Alamance,-79.287,35.944,5,not available,not available
Collins Lake Dam,NC02793,not available,Private,Tr- Haw River,Altamahaw,Guilford,-79.8567,36.238,5,1980,not available
Garner Lake Dam,NC02179,12/17/13,Private,Lick Ckeek-Tr,not available,Davidson,-80.1016,35.645,5,not available,not available
Aaran Lakes West Dam,NC02141,3/10/14,Local Government,Beaver Creek-Os,Hopemills,Cumberland,-78.9876,35.0099,2,not available,2003
Lake Lewthorne Dam,NC01895,3/5/14,Private,Kimsey Branch,Fletcher,Buncombe,-82.5177,35.4508,5,not available,not available
Lake Hazel Dam,NC00565,1/22/15,Private,Carroll Creek,Reidsville,Rockingham,-79.709,36.393,2,1962,not available
Bay Meadows Lake Dam,NC01046,3/15/12,Private,Morgan Creek-Tr,Farrington,Durham,-78.994,35.872,5,1965,not available
Franklinton Reservoir Dam,NC01068,2/8/10,Local Government,Cedar Creek,Franklinton,Franklin,-78.4959,36.0949,5,1970,not available
Wildwood Lake Dam,NC00575,4/8/14,Private,Moon Creek,Milton,Caswell,-79.397,36.46,5,1939,not available
Cedar Hollow Dam,NC00678,1/16/14,Private,Mears Fork Creek-Tr,Altamahaw,Guilford,-79.8148,36.2267,2,1964,not available
Orange-Alamance Lake Dam,NC00775,3/31/04,Local Government,Eno River,Hillsborough,Orange,-79.141,36.084,5,1968,not available
Rankin Lake Dam,NC00732,3/17/09,Private,Drowning Creek-Os,Wagram,Moore,-79.53,35.078,5,1973,not available
Mullen Lake Dam,NC00915,1/22/01,Private,Tar River-Tr,Rocky Mount,Nash,-78.1833,35.918,5,1964,not available
Harris Lake Dam #1,NC00764,1/28/15,Private,Mill Creek-Os,Robbins,Moore,-79.695,35.308,2,1955,not available
Timber Ridge Lake Dam,NC00742,11/6/14,Private,Poppaw Creek,Saxapahaw,Alamance,-79.517,35.91,2,1955,not available
Newcomb Lake Dam,NC01023,6/17/09,Private,Seven Mile Creek,Durham,Durham,-78.97,36.076,2,1942,not available
Johnson Millpond Dam #2,NC00810,8/4/76,Private,Occoneechee Creek,Hamilton,Northampton,-77.5238,36.3572,5,1950,not available
Persimmon Creek,NC00631,9/26/12,Federal,Persimmon Creek,See Remarks,Cherokee,-84.1665,35.0684,10,1942,not available
Lake Butner,NC01008,2/8/12,Private,Knap Of Reeds Creek,not available,Granville,-78.772,36.167,5,not available,not available
Turner Lake Dam,NC00838,8/3/76,Private,Bull Neck Swamp,Hamilton,Northampton,-77.315,36.2244,5,1950,not available
Cobb Lake Dam,NC00979,2/5/08,Private,Hullett Branch,Lagrange,Greene,-77.798,35.397,5,1962,2004
Pearces Pond Dam,NC00828,not available,Private,Roanoke River-Tr,Halifax,Halifax,-77.573,36.38,5,1950,not available
Hutchens Lake Dam,NC01588,10/22/14,Private,West Fork Deep River-Tr,High Point,Guilford,-80.014,36.043,5,not available,not available
Country Club Lake Dam,NC01153,7/29/13,Private,Cross Creek,Fayetteville,Cumberland,-78.893,35.105,5,not available,not available
Summit Camp Lake Dam Upper,NC01381,2/11/15,State,Reasonover Creek,Little River,Transylvania,-82.609,35.1654,5,1979,not available
Laurel Falls Lake Dam,NC01384,2/26/14,Private,Brackens Creek,Brevard,Transylvania,-82.762,35.232,2,not available,not available
Cumberland Lake Dam,NC01135,1/7/09,Private,Buckhead Creek,Fayetteville,Cumberland,-78.96,35.002,2,1929,not available
Lewis Lake Dam,NC01169,10/21/14,Private,Lower Little River-Os,Linden,Cumberland,-78.8905,35.2188,2,1974,not available
Stonebridge Lake Dam,NC01664,12/28/11,Private,Barton Creek-Tr,Falls,Wake,-78.67,35.918,2,not available,not available
Shephard Lake Dam,NC01267,4/2/13,Private,Cherry Cove Stream,not available,Clay,-83.6939,35.0024,5,not available,not available
Baker Lake Dam,NC01102,2/4/08,Private,Lower Little River,Linden,Harnett,-78.89,35.251,5,1960,not available
Tedder Dam-Lower,NC04237,2/4/15,Private,Timmons Creek-Tr,Germanton,Stokes,-80.307,36.306,2,1986,not available
Stackhouse Dam,NC03361,1/23/13,Private,King Creek,Stackhouse,Madison,-82.7555,35.8769,5,not available,not available
Mchan Dam,NC04331,4/23/13,Private,Ocaunoluftee River-Trib,Bryson City,Swain,-83.3803,35.4499,5,not available,not available
Camp Saurakee Dam,NC03922,11/14/12,Local Government,Rock House Creek-Tr,Eden,Rockingham,-79.75,36.399,5,1938,not available
Gaither Pond Dam,NC04355,5/7/15,Private,Osborne Branch,Mills River,Transylvania,-82.6702,35.3169,2,not available,not available
Little River Farm Dam,NC03562,8/15/13,Private,Little River-Os,Vass,Moore,-79.433,35.269,5,not available,not available
Pisgah Forest Farm Dam,NC04345,1/14/15,Private,Little River-Trib,Penrose,Transylvania,-82.6499,35.2223,2,not available,not available
Fletcher Dam,NC03740,11/29/10,Private,Uwharrie River-Tr,Hillsville,Randolph,-79.952,35.857,5,not available,not available
Smith Dam,NC03247,4/6/04,Private,Buffalo Creek-Tr,Willow Springs,Johnston,-78.5958,35.6036,5,not available,not available
Grant Dam,NC03781,11/17/10,Private,Second Ck-Tr,Seagrove,Randolph,-79.975,35.625,5,not available,not available
Gamblin Dam,NC03718,10/3/12,Private,"Ut To Camp Creek (C, Tr)",not available,Polk,-82.3468,35.2504,5,not available,not available
Foxfire Dam #1_Phase Iv,NC03591,2/18/10,Private,Deep Creek-Tr,not available,Moore,-79.5555,35.1747,5,1984,not available
Upchurch Milling Co. Dam,NC03094,7/15/11,State,Nicholson Creek-Tr,Raeford,Hoke,-79.2079,35.0361,5,1984,not available
Davenport Pond Dam,NC03375,1/13/05,Private,Welch Creek-Tr,Plymouth,Martin,-76.796,35.823,5,1960,not available
Muddy Creek Dam #20,NC03389,6/3/15,Local Government,South Fork Creek,Dysartsville,Mcdowell,-81.8626,35.5918,5,1962,2008
W. S. Jones Lake,NC03335,3/6/15,Private,North Prong Elijay Creek,Franklin,Macon,-83.2548,35.2174,2,1963,not available
Johnson Dam #3,NC03261,2/19/04,Private,Big Buffalo Creek-Tr,Sanford,Lee,-79.2128,35.4831,5,1949,not available
Thornburg Dam #1,NC03782,11/17/10,Private,Hannahs Ck-Tr,Seagrove,Randolph,-79.949,35.579,5,not available,not available
West Realty Dam,NC03118,10/31/13,Private,Morrison Creek-Tr,not available,Iredell,-80.953,35.817,5,not available,not available
Raintree Dam #O,NC03468,12/10/14,Private,Fourmile Creek-Tr,Charlotte,Mecklenburg,-80.7794,35.0946,2,1989,not available
"Austin, John R. Dam",NC04166,4/18/13,Private,Curltail Ck-Os,not available,Stanly,-80.2521,35.4916,5,not available,not available
Blalock Pond Dam,NC03691,3/26/04,Private,Flat River-Tr,not available,Person,-78.953,36.263,5,not available,not available
Dunbar Dam,NC04305,11/12/14,Private,Little Fisher River-Tr,Rockford,Surry,-80.7241,36.4972,5,not available,not available
Jarrett Lake Dam,NC03875,10/1/15,Private,Hogan Creek-Tr,Providence,Rockingham,-79.588,36.3208,5,1980,not available
Carroll'S Of Warsaw Cp-8-A,NC04138,10/24/13,Private,Six Runs Creek-Os,Ingold,Sampson,-78.3,34.806,5,1979,not available
New Hope Fishing Lake East,NC03107,3/4/15,Private,Tuckers Creek-Tr,Love Valley,Iredell,-80.9422,35.9772,2,not available,not available
Grandview Golf Lake Dam,NC01534,1/20/11,Private,Muddy Creek-Tr,Pfafftown,Forsyth,-80.35,36.162,5,not available,not available
Girl Scout Pond Dam,NC01239,7/18/15,Private,Ginger Creek-Tr,Draco,Caldwell,-81.3952,35.955,2,1972,not available
Farmer Lake Dam,NC01628,11/8/12,Private,Island Creek-Os,Cheraw Sc,Stanly,-80.387,35.203,5,not available,not available
College Lake Dam,NC01154,12/16/14,Local Government,Cape Fear River-Os,Fayetteville,Cumberland,-78.892,35.141,2,1963,not available
Bentwinds Upper Dam,NC01456,4/24/12,Private,Terrible Creek-Tr,Seven Springs,Wake,-78.765,35.625,5,1977,not available
Eagle'S Nest,NC01393,5/29/14,Private,Clear Creek,Cedar Mountain,Transylvania,-82.6605,35.1291,2,1977,not available
Bowden Millpond Dam,NC01165,10/6/15,Private,Bear Swamp,Sarecta,Duplin,-78.1222,35.0625,5,1945,not available
The Wilds Dam,NC01385,4/11/13,Private,Toxaway River,Lake Toxaway,Transylvania,-82.867,35.086,5,1969,not available
Linville Lake Dam,NC01220,6/2/10,Private,Mill Creek-Tr,Winston-Salem,Forsyth,-80.3109,36.1601,5,not available,not available
Piedmont Minerals Lake Dam,NC01550,3/11/02,Private,Eno River,Hillsborough,Orange,-79.1061,36.0691,5,not available,not available
Fowler Lake Dam #1,NC01533,10/6/15,Private,Muddy Creek-Tr,Pfafftown,Forsyth,-80.3574,36.1581,2,not available,not available
Verdery Lake Dam,NC01139,2/12/08,Private,Swan Creek,Elizabethtown,Cumberland,-78.861,34.869,5,1962,not available
Hylton Lake Dam,NC01640,11/18/14,Private,Back Creek-Tr,Asheboro,Randolph,-79.837,35.769,5,1972,not available
Buck Steam Station Main Dam,NC01549,10/20/15,Public Utility,Yadkin River,High Rock,Rowan,-80.3633,35.711,2,1957,not available
Chandler Lake Dam,NC01335,3/8/12,Private,Little Lick Creek-Tr,Falls,Durham,-78.788,35.983,5,not available,not available
Texasgulf Clay Pond Dam #2,NC01417,4/3/01,Private,Pamlico River,Pamlico Beach,Beaufort,-76.7202,35.3333,5,1977,not available
Lenoir Water Supply Dam,NC01232,1/17/07,Local Government,Zacks Fork Creek-Tr,Lenoir,Caldwell,-81.4761,35.9827,2,1924,not available
Park Road Lake Dam,NC01690,10/22/15,Local Government,Little Sugar Creek - Trib.,Charlotte,Mecklenburg,-80.8531,35.1492,5,1971,2010
Lee Lake Dam,NC01587,1/11/12,Private,Fiddlers Creek-Tr,not available,Forsyth,-80.121,36.083,5,not available,not available
Pope Lake Dam,NC01593,9/30/13,Private,Kings Creek-Tr,Pine Hall,Guilford,-80.002,36.214,5,1955,not available
Camp Ridgecrest Lake Dam,NC01238,8/31/15,Private,Swannanoa River-Tr,Black Mountain,Buncombe,-82.2759,35.6174,2,not available,not available
Robinwood Lake Dam,NC01211,1/13/15,Private,Anthony Creek,Gastonia,Gaston,-81.158,35.235,2,1947,9999
Smith Lake Dam,NC01148,2/25/08,Private,Cape Fear River-Tr,Fayetteville,Cumberland,-78.815,35.224,5,not available,not available
Yow-Williams Lake Dam,NC01431,3/19/08,Private,King Creek,Surf City,Onslow,-77.5444,34.4722,5,1974,not available
Flow Dam,NC01494,12/4/14,Private,Little Mountain Creek,Badin,Stanly,-80.1325,35.4065,2,1972,not available
Oakdale Cotten Mills Dam,NC02811,1/7/15,Private,Deep River,Randleman,Guilford,-79.928,35.98,5,not available,not available
Barker-Frazier Excv Inc Dam,NC02752,11/4/13,Private,Haw River-Tr,Altamahaw,Guilford,-80.0132,36.1688,2,not available,not available
Apple Dam,NC01721,2/27/14,Private,Travis Creek-Tr,Elon College,Alamance,-79.5261,36.1333,5,1978,not available
Heriot Wilkins Dam,NC02138,12/10/10,Private,Carvers Creek-Tr,not available,Cumberland,-78.867,35.204,5,not available,not available
Martin Pond Dam,NC01727,10/30/14,Private,Quaker Creek-Tr,not available,Alamance,-79.339,36.126,5,not available,not available
Sugar Mtn Dam,NC01859,3/17/15,Private,Flattop Creek,Banner Elk,Avery,-81.8548,36.1303,2,not available,not available
Sharon Lake Upper Dam,NC01696,12/9/14,Private,Little Sugar Creek-Tr,Charlotte,Mecklenburg,-80.875,35.123,2,not available,not available
Green Mtn Camp Dam Lower,NC02009,3/26/14,Private,Fork Creek-Tr,not available,Caldwell,-81.516,35.965,2,not available,not available
Snow Camp Milling Dam,NC01770,12/4/12,Private,Cane Creek,not available,Alamance,-79.405,35.897,5,not available,not available
Bv Hedrick Tailings Dike #3,NC01838,10/31/12,Private,Island Creek-Tr,Lilesville,Anson,-79.9291,34.9397,2,1989,not available
Powell Pond Dam,NC02006,5/21/13,Private,Ut To Zacks Fork Creek (C),not available,Caldwell,-81.5172,35.9374,5,not available,not available
Sei Farms Dam,NC03023,6/2/14,Private,"Ut To S.Fork Mills River (Tr,H",Mills River,Henderson,-82.637,35.3804,5,not available,not available
Beroth Lake Dam,NC02388,1/12/05,Private,Mill Creek-Tr,West Bend,Forsyth,-80.406,36.11,2,not available,not available
Angier Wastewater Dike,NC02987,4/17/12,Public Utility,Black River-Os,Dunn,Harnett,-78.7297,35.4944,5,1985,not available
Foster Sikes Dam,NC02883,1/2/15,Private,Big Alamance Creek-Tr,Alamance,Guilford,-79.714,35.965,2,not available,not available
